title,link,description,bloggername,bloggerlink,postdate
초중고 코딩 교재 코스페이시스 with  파이썬  1개월 무료... ,https://blog.naver.com/honeyskin7/223482147510,아들이 친구들이  파이썬 으로 간단한 게임을 만들어서 논다고 하더라구요. 그래서  파이썬  책을 하나 구매해서 같이 게임을 만들어 보아야 겠다라고 생각했는데요. 이번에 코스페이시스 with  파이썬 이라는 책이... ,♡눈이부시게♡,blog.naver.com/honeyskin7,20240617
"베몽테스 콜라멜 마스크팩, 베몽테스쿠션,  파이썬 가드 진짜... ",https://blog.naver.com/madddist/223501713325,VEMONTES 콜라멜 마스크  파이썬 가드 선크림 비비쿠션팩트 몽골 출장은 요 세 녀석으로 버텼다고 할 수... 베몽테스  파이썬 가드 선크림 샘플로 썼던 것 중 선크림이 좋아서 문의를 드렸는데 그것이 바로 #베몽테스... ,쉬고 싶은 요리사,blog.naver.com/madddist,20240704
[디랩정자] 파이썬  대학생 방학특강,https://blog.naver.com/dlabcoding/223470891638,특히 많은 프로그래밍 언어중에서  파이썬 은 많은 관심을 받고 있습니다. 왜냐하면  파이썬 은 간결하고 쉬운 문법으로 전공에 관계없이 배우기 쉬운 언어이기 때문입니다. 그리고  파이썬 은 인공지능... ,D.LAB,blog.naver.com/dlabcoding,20240606
코딩자율학습9기 나도코딩  파이썬  입문 독학 완료. - 언어는... ,https://blog.naver.com/hofmaker/223557503257,"백엔드 개발 분야로 더 늙기 전에 진입하고 싶어 공부한 프로그래밍 언어가  파이썬  이었다. 유튜브, 또 다른 영상 강의로  파이썬  언어를 이해하려 하였지만 문법을 먼저 접하게 되면 숨이 턱턱 막히는 이유는... ","50대 자기계발, 잡학다식",blog.naver.com/hofmaker,20240823
라즈베리파이:  파이썬  소리 녹음 및 전송,https://blog.naver.com/loyz/223647777774,"라즈베리파이에서  파이썬 으로 마이크를 통해 1분동안 녹음하고, 녹음이 완료되면 FTP로... $&gt; sudo rm /usr/lib/python3.11/EXTERNALLY-MANAGED 위  파이썬 을 실행하면 recording_20241104_091414.wav와 같이... ",Loyz,blog.naver.com/loyz,20241105
김천 초등 코딩과외 성주  파이썬  코딩 컴활 itq 자격증,https://blog.naver.com/jwcmo/223794447425,"김천 초등 코딩과외 성주  파이썬  코딩 컴활 itq 자격증 안녕하세요, 컴퓨터 프로그램과 컴활 코딩수업에 대한 전반적인 컴퓨터 수업을 진행하고 있는 교사입니다. 코딩, 자바스크립트,  파이썬 , C언어, HTML 등... ",빈센트 아동창의 페인팅.퍼포먼스 미술,blog.naver.com/jwcmo,20250313
서울시교육청 고척도서관 겨울방학 ' 파이썬 ' 특강 실시 후기... ,https://blog.naver.com/ifuturelab/223781781256,서울시교육청 고척도서관 겨울방학 ' 파이썬 ' 특강 실시 후기 _에이아이퓨처랩 지난 2월 17일부터 28일까지 4차시에 걸쳐 초등학생과 중학생들을 대상으로  파이썬  코딩을 실시했습니다. 서울시교육청... ,인공지능(AI) & 코딩 교육 에이아이퓨처랩,blog.naver.com/ifuturelab,20250304
 파이썬  독학 책 :: 코딩 자율학습 나도코딩의  파이썬  입문,https://blog.naver.com/sm011sm/223385958176,나도코딩의  파이썬  입문 요즘 AI가 너무 발전하면서 코딩은 거의 기본이 되어있기도 하고 할 줄... 나도코딩의  파이썬  입문 저자 나도코딩 출판 길벗 발매 2023.02.20. 책 표지 사실  파이썬  코딩 하면 예전... ,힌둥이의 여행 일기장,blog.naver.com/sm011sm,20240317
[book]  파이썬 으로 배우는 게임 개발 입문편,https://blog.naver.com/coding_teacher/223460827909, 파이썬  pygame 으로 만드는 게임에 대한 내용을 알아보다가 이 책을 구매하게 되었다. 파이게임에 대한... 있음 ^^ *  파이썬  설치부터 해서 완전히 기초 문법부터 따라해볼 수 있도록 잘 소개되어 있어서... ,Born to be loved,blog.naver.com/coding_teacher,20240528
대전  파이썬  학원: 쉽게 배우고 활용하는 방법!,https://blog.naver.com/ples1975/223803284470, 파이썬 은 프로그래밍 언어 중에서도 가장 배우기 쉽고 활용도가 높은 언어로 알려져 있어요!... 이번 포스트에서는  파이썬 을 처음 배우는 분들을 위해 기초부터 실무까지 어떻게 배울 수 있는지... ,모기물린곳 가려워요,blog.naver.com/ples1975,20250320
[책 리뷰] 혼자 만들면서 공부하는  파이썬  - 문현일.... ,https://blog.naver.com/jangpal08/223790958026,[책 리뷰] 혼자 만들면서 공부하는  파이썬  - 문현일.한빛미디어.2025 혼자 만들면서 공부하는  파이썬  저자 문현일 출판 한빛미디어 발매 2025.02.14. 책소개 “ 파이썬 을 배워서 어디에 활용할 수 있을지... ,바우의 기록들,blog.naver.com/jangpal08,20250310
[부산AI학원] 수업에서  파이썬 을 배운 과정,https://blog.naver.com/dnjswlgh928/223499132918,"주로 R이나  파이썬 을 사용한다고 하던데,  파이썬 은 이미 배웠기 때문에 충분히 도전할 수 있겠더라고요. 스스로의 실력이 어느 정도인지 잘 모르겠다면, 면담을 진행하면서 테스트를 받을 수 있습니다. 그렇게... ",Twinkle Yebin House,blog.naver.com/dnjswlgh928,20240702
"프로그램 만들기 기초, 그래서  파이썬 이 뭔가요?",https://blog.naver.com/wishket/223459514376,개발과 일면식 없는 사람도 ' 파이썬 (Python)'이라는 단어는 들어보셨을 겁니다. 앱개발을 염두에 두고... ✍️ 이 글의 순서 •  파이썬 이란 무엇이고 왜 쓰는가? •  파이썬 으로 무엇을 할 수 있는가? •  파이썬 ... ,"국내 1위 IT 아웃소싱 플랫폼, 위시켓",blog.naver.com/wishket,20240527
[ 파이썬 ] 01.  파이썬  개요 및 설치 방법,https://juyayang.tistory.com/562,경력 단절 9년여만에 프로그래밍을 새로 공부 해 볼까 싶어 시작한  파이썬 . 정리 차원에서 하는 포스팅이라 음슴체로 간략하게 기록 예정.  파이썬 (Python) 개요 1.  파이썬 (Python) 특징 - 대화형... ,Juyayang's hiStory,https://juyayang.tistory.com/,20221201
 파이썬  - multiprocessing Pool의 기본 프로세스 시작... ,https://blog.naver.com/techshare/223737551058,"가령 아래의 소스 코드를 윈도우 버전의  파이썬 에서 실행하면, from multiprocessing... (기본값은  파이썬  버전마다도 달라질 수 있습니다.) from multiprocessing import Pool, get... ",techshare,blog.naver.com/techshare,20250124
 파이썬  터틀 입문 - Intro,https://blog.naver.com/toi300/223783834264,2024년 EBS이솦 크리에이터 강의 1위로 선정된  파이썬  터틀 활용한 그래픽 게임개발 입문을 연재 합니다. Intro 1. 터틀 그래픽 게임 개발이 뭐예요? •본 과정 「 파이썬  터틀 활용한 그래픽 게임개발 입문... ,TOI300와 함께 코드런!,blog.naver.com/toi300,20250304
고교생들이  파이썬 을 배우는 게 좋을까?[미국대학 입시],https://blog.naver.com/josephlee54/223527863492,고교생들이  파이썬 을 배우는 게 좋을까?  파이썬 (Python)은 고등학교 학생들에게 매우 유용한 프로그래밍 언어다. 다음은 학생들이  파이썬 을 배워야 하는 이유와 그 중요성에 대해 설명했다.  파이썬 의 장점... ,TEPI(미래교육연구소) 공식블로그,blog.naver.com/josephlee54,20240728
대전 파이썬 학원 입문부터 응용까지 마스터한 수업후기,https://blog.naver.com/onlyyour486/223449991005,그래서 더 늦기 전에 이직을 해야겠다는 생각에 개발자를 목표로 대전 파이썬 학원을 등록하게 됐습니다.... 요즘 워낙 인기 있는 언어이다 보니 다양한 대전 파이썬 학원이 있었는데요. 그 중에 여기를 선택한... ,비타민,blog.naver.com/onlyyour486,20240518
정처기실기_ 파이썬 예상문제 map()함수(21),https://blog.naver.com/thudam/223727318821,"www.youtube.com 은우쌤&gt; 다음은  파이썬  코드입니다. 출력결과를 쓰시오. def add(x,y): return x+y def sub(a,b): return a-b number1=[1,2,3,4] number2=[5,6,7,8] result1= map(add,number1,number2) result2= map... ",thudam님의 블로그,blog.naver.com/thudam,20250116
[Python]  파이썬  라이브러리 설치 (matplotlib),https://blog.naver.com/dr237/223565915476," 파이썬 을 공부하면서 필요한 라이브러리가 있어 설치하고, 주요 내용을 살펴봅니다. 관련... matplotlib 라이브러리 설치 (pip install matplotlib)  파이썬  matplotlib 라이브러리의 설치도 역시 매우 쉽게... ",Robot Builders (로봇빌더스),blog.naver.com/dr237,20240831
김해 코딩학원 -  파이썬  거북이 계단 오르기,https://blog.naver.com/knc1308/223578797896,오늘은  파이썬  프로그램의 for문과 input문을 이용하여 거북이가 계단 오르기라는 제목으로 코딩을 구현해보도록 하겠습니다.^^ 위와 같이  파이썬  프로그램을 이용하여 for문과 textinput문을 이용하면 많은... ,( 김해컴퓨터학원 )경남컴퓨터학원,blog.naver.com/knc1308,20240910
대구 게임개발  파이썬  터틀로도 된다구?,https://blog.naver.com/hma778/223590910673,"안녕하세요~ 오늘은 대구 게임개발에 관심 있는 초중고 학생들에게,  파이썬 을 사용하여 터틀 모듈을...  파이썬 을 통해 직접 게임을 만들어보며 개발의 재미를 느껴보아요~~ 대구게임개발 프로젝트로 한 걸음 더... ",하루 하나 코딩 하나 책 하나,blog.naver.com/hma778,20240921
Tensorflow 버전호환 이슈  파이썬  3.10.11 버전으로... ,https://blog.naver.com/only4clovers/223812190634, 파이썬  3.13버전과는 호환이 안되네... Colab에서 실시간으로 처리 가능하니 Colab으로... 텐서플로우의 경우는 특정  파이썬  버전과 호환이 된다. 특히 2.x 버전의 경우에는... ,선생님 개인정보 보호하셔야죠,blog.naver.com/only4clovers,20250327
 파이썬  활용 프로그램 : 코랩 /  파이썬  기본 문법 : 조건문... ,https://blog.naver.com/if112/223651098461,* 기본 프로그램  파이썬  공부하고 연습하고 코드 작성하고 돌려볼 때 가장 손쉽게 사용할... 수행됨 *  파이썬  기본 문법 1. 조건문 if 조건 : 명령문 -&gt; 만약 조건이 참이면 아래... ,향기액자's Place,blog.naver.com/if112,20241107
만들기 프로젝트 with  혼자 만들면서 공부하는  파이썬 ,https://blog.naver.com/9316kmh/223782145136, 파이썬 을 공부한지 약 2년 차.. 아직도 익숙하지 않지만 Django로 웹페이지를 개발하는 책을... 공부하는  파이썬  &quot; 서평 기회가 생겼다. ( 내 책도 홍보안하면서 ㅋㅋㅋ) 혼자 만들면서 공부하는  파이썬  혼자... ,;),blog.naver.com/9316kmh,20250303
YBM cos pro  파이썬  2급 1차 기출문제,https://blog.naver.com/thudam/223505553108,"기출문제는 ybm cos pro  파이썬  2급 다운로드하셔도 되고, 구름 에듀에서 바로 보면서 연습하실수... 10.평균이하 갯수구하기 -세줄 수정문제- ybm cos pro  파이썬  2급 1차 기출문제의 완성코드를... ",thudam님의 블로그,blog.naver.com/thudam,20240708
"잠실컴퓨터학원  파이썬 , C언어, ChatGPT 컴퓨터 공부",https://blog.naver.com/gkehd1212/223737217488,"C언어 , 자바,  파이썬 , ChatGPT 등의 공부는 이제 기본이자 역량의 수준입니다. 학원에서는 1달 씩... C언어,  파이썬 , ChatGPT 과정을 찾고 있는 분들이라면, 과감하게 홈페이지를 찾아보세요! 4. 잠실컴퓨터학원의... ","생각을 현실로_ ""당신의 꿈과 직업을 응원합니다.""",blog.naver.com/gkehd1212,20250124
 파이썬 으로 국내주식 분봉데이터 더 길게 확보하기 위한 API... ,https://blog.naver.com/saund_/223692992887,사용자 커뮤니티를 참고하여 설정과 사용법을 파악해보세요. 투자 여정에 행운이 가득하길 바랍니다! #국내주식 #분봉데이터 # 파이썬  #API #증권사API #데이터수집 #키움증권 #대신증권 #웹스크래핑 #금융데이터,A saund_,blog.naver.com/saund_,20241214
실패 없는  파이썬  입문! 『혼자 만들면서 공부하는  파이썬 』... ,https://blog.naver.com/seventool_player/223779474977,혼자 만들면서 공부하는  파이썬  저자 문현일 출판 한빛미디어 발매 2025.02.14. 요즘 IT 기술이 빠르게 발전하면서  파이썬 에 대한 관심이 정말 뜨겁죠! 저도 데이터 분석과 AI에 관심이 많아서  파이썬 을 공부하고... ,After Sports Club,blog.naver.com/seventool_player,20250301
구글 코랩에서  파이썬  시작하기,https://blog.naver.com/muso0523/223170863373,구글 코랩에서  파이썬  시작하기 또 시작이예요! 1년에 한차례 도전하는  파이썬 .. 잊어먹을줄 알기에 정리하면서 ㅎㅎ 구글 코랩에서 구글 드라이브 연결하기 1 ① 구글 코랩 노트북... ,온마케팅,blog.naver.com/muso0523,20230731
 파이썬  정리(3),https://blog.naver.com/shape486/223806111032,"#  파이썬  형식 def 이용해서 정의 = 정의된 그대로 가지옴(변경없이), 결과는 그대로 함수가 결정 &quot;&quot; &quot;&quot; &quot;&quot; &quot;&quot; &quot;&quot; 2. 매개변수(인자, Parameter) 사용 가능 --&gt; 함수의 입력 &quot;&quot; &quot;&quot; &quot; &quot; &quot; &quot; 3. 반환값(Return) 사용 가능... ",김성훈블로그,blog.naver.com/shape486,20250322
 파이썬  OSC 통신 알아보기,https://blog.naver.com/lfsoft/223778392326," 파이썬 에서는 python-osc 라이브러리를 사용해서 OSC 메시지를 송신할 수 있습니다. 먼저, python... # 파이썬  #OSC #OpenSoundControl #음악테크놀로지 #네트워크프로토콜 # 파이썬 프로그래밍... ",사랑공장의 키오스크이야기,blog.naver.com/lfsoft,20250228
"29Day  파이썬 , SQLD 모의고사, 밍글데이",https://blog.naver.com/fndltlem/223813313999,"[ 파이썬  기본 함수 구현 문제] 문자열을 다루는 게 숫자 다루는 거에 비해서 굉장히 어렵게... 한동안  파이썬 만 하느라, SQLD 공부를 손도 못 댔는데 다행히 36개 맞출 수 있었다. 60점 이상 통과니까... ",fndltlem님의블로그,blog.naver.com/fndltlem,20250328
[R41] 혼자 만들면서 공부하는  파이썬  /  파이썬  독학하기,https://blog.naver.com/logitalife/223783821234,전 이번 학기에  파이썬  수업을 들어서 도움될거 같기에 이 책을 따로 공부하고 있습니다 ㅎㅎ 혼자 만들면서 공부하는  파이썬  저자 문현일 출판 한빛미디어 발매 2025.02.14. 대학교에 오고나서 인강을 따로... ,대학생의 우당탕탕 일상 일기,blog.naver.com/logitalife,20250304
 파이썬 으로 pdf이미지변환,https://blog.naver.com/seaholder/223813929770,바다기획추천&gt;생산성향상방법&gt;코딩&gt;PDF&gt;변환  파이썬 으로 pdf이미지변환 파워셀을... Python Launcher 재설치를 위해  파이썬  최신 버전 다운로드 후 설치 이때도 바보같이 Add... ,바다지기님 블로그,blog.naver.com/seaholder,20250329
수원 파이썬 학원 25년도 공부해요,https://blog.naver.com/1shinae/223749486406,▼▼▼ 수원 파이썬 학원 빠른문의 ▼▼▼ http://sbs-suwonart.com/ 오늘은  파이썬  과정과 AI 과정에 대해 포스팅 해보도록 하겠습니다! 목차 1. 파이썬  입문 2.알고리즘 3.AI 4.관련 자격증 5. 국비지원 간단하게... ,시내 BLOG,blog.naver.com/1shinae,20250206
일상이 자동화되는  파이썬  생활 프로그래밍by 생초보,https://blog.naver.com/bingfu/223349892716, 파이썬 .. 그것도 일상이 자동화되는 정말 제목만으로 절 유혹하기에 충분했어요. 게다가 막내가 코딩학원에서  파이썬 을 배우고 있었기에 더 확장되서 배울 수 있다고 생각했어요. 비전공자도.. 이말이 더 와... ,"교육,정보가 금메달",blog.naver.com/bingfu,20240210
 파이썬  튜플 - 리스트와 다른 점은?,https://blog.naver.com/tariat/223812531423," 파이썬  프로그래밍에서 정말 중요하지만 간혹 리스트의 그림자에 가려지는 '튜플(tuple)'에 대해 알아보겠습니다.  파이썬 을 배우다 보면 리스트(list)는 금방 친해지는데, 튜플은 왜 필요한지 헷갈리는 분들... ",테리엇's 코딩 연구소,blog.naver.com/tariat,20250328
모두의  파이썬  with 챗 GPT,https://blog.naver.com/kwonjm17/223806808701,"글제목에도 있듯이 모두가  파이썬 을 배워야 하는 시대가 되었습니다. AI도구가 많아지면서... 프로그래밍 언어는  파이썬 외에도 'c', '자바', '자바스크립트'등 많은 언어가 있지만, AI시대에... ",30년차 컴샘이 만들어 가는 행복이야기,blog.naver.com/kwonjm17,20250323
 파이썬  웹크롤러 만들기,https://taisou.tistory.com/1008,"scraping: 『 파이썬 으로 웹 크롤러 만들기(3판)』(한빛미디어, 2025) 예제 코드 저장소입니다. GitHub - november11th/python-scraping: 『 파이썬 으로 웹 크롤러... ",Release Center,https://taisou.tistory.com/,20250328
DO IT 게임 10개 만들며 배우는  파이썬 으로 접하는 프로그래밍,https://blog.naver.com/litty28/222957671743,"더 많은걸 시도하고 싶다면,  파이썬 을 시작해야 겠더라고요.  파이썬  이게 뭐야? 싶으면서 처음 접하려고 한다면 막연히 두려울 수도 있고 뭐가 뭔지 모르시는 분들도 계실텐데요. DO IT! 시리즈의 경우 게임을... ",똥꼬발랄 견우네집,blog.naver.com/litty28,20221216
크롬북에서  파이썬  개발: 가능성과 활용 방법,https://blog.naver.com/xthinkwebk16/223806899002," 파이썬 (Python)은 전 세계적으로 널리 사용되는 프로그래밍 언어로, 그 간결한 문법과 강력한... 많은 개발자들이 데스크톱이나 노트북을 사용하여  파이썬  개발을 진행하지만, 크롬북(Chromebook)을 이용한... ",죠니,blog.naver.com/xthinkwebk16,20250323
중급자 탈출!  파이썬  실전 마스터 강의,https://blog.naver.com/tiamet133/223808316555," 파이썬  문법만 줄줄 외우고 있다면, 이제 진짜 실무형 중급자로 업그레이드할 시간이에요! 안녕하세요, 여러분! 저는 현업에서 자동화 파이프라인을 만들며 살아가는 개발자입니다.  파이썬  입문... ",수아파파의 초보코딩,blog.naver.com/tiamet133,20250324
SQLD자격증 취득은? 홍대역 파이썬 학원에서,https://blog.naver.com/wlsk98-/223800671057,"홍대역 파이썬 학원에서도 SQLD 실습반을 운영하며, 체계적인 커리큘럼을 통해 교육을 진행하고 있습니다. 이번 글에서는 SQLD 자격증의 개요, 취득 방법, 전망, 그리고 홍대역 파이썬 학원에서 어떻게... ",뒤죽박죽IT이야기 _ IT에 꿈을 펼치자! 궁금하다면?,blog.naver.com/wlsk98-,20250318
[Python]  파이썬  라이브러리 설치 (Kivy),https://blog.naver.com/dr237/223624206892," 파이썬 을 공부하면서 필요한 라이브러리가 있어 설치하고, 주요 내용을 살펴봅니다. 관련... Kivy는  파이썬 으로 모바일 애플리케이션과 멀티 터치 애플리케이션을 개발하기 위한 오픈 소스... ",Robot Builders (로봇빌더스),blog.naver.com/dr237,20241018
[혼공파#01]  파이썬  인터프리터 python interpreter 설치,https://blog.naver.com/emblim98/223763163473, 파이썬  공식 웹사이트에서 설치 파일 다운로드하기 설치파일 실행 → Customize installation... Close 버튼 클릭 혼자 만들면서 공부하는  파이썬  저자 문현일 출판 한빛미디어 발매 2025.02.14.,Emblim98님의 블로그,blog.naver.com/emblim98,20250217
 파이썬  기초부터 업무... 스킬업  파이썬  업무 자동화』추천,https://blog.naver.com/sensorclass/223599868798,"커리어 스킬업  파이썬  업무 자동화 저자 손원준 출판 길벗 발매 2024.06.20. 웹 크롤링에 관심이 있어서 웹...  파이썬 의 기본적인 문법부터 시작해 웹 크롤링, 엑셀 자동화, 그리고 업무에 필요한 다양한 자동화... ",세상을 탐험 중인 센서쌤,blog.naver.com/sensorclass,20240928
 파이썬 으로 고속푸리에 변환(FFT) 직접 구현하기,https://blog.naver.com/senshig/223575687605,그나마  파이썬 과 함께 할수 있도록 나온 책이라 기대하고 있네요. 이렇게 공업수학에 대한 소개?를 마치고... 아래는  파이썬 으로 고속푸리에 변환(FFT) 구현해보는 시도를 해보며 정리해본 것 입니다.... ,LED감성의 IT생활 이야기,blog.naver.com/senshig,20240907
"[울산자바학원] - C언어, 자바,  파이썬 배워 개발자 되는 방법",https://blog.naver.com/kiowe3/223813233949,"안녕하세요~ 오늘은 울산자바학원에서 C언어, 자바,  파이썬 에 대해 알려드릴까해요 코딩이 한참 붐!을... 코딩언어는 크게 마크업언어, 프로그래밍언어로 나뉘어지는데 그 중 C언어, 자바,  파이썬 은... ",탄탄이가 알려줄께,blog.naver.com/kiowe3,20250328
Verilog -  파이썬 으로 테스트 벤치 작성하기 cocotb - 킵,https://wiznxt.tistory.com/1028, 파이썬 으로 테스트벤치를 작성하도록 도와주는  파이썬  프로젝트가 있어 일단 킵 이름은 cocotb 라고 하네 공식 사이트는 여기 https://docs.cocotb.org/en/stable... ,B로그0간,https://wiznxt.tistory.com/,20240215
"반월당 파이썬 , IT의 기본은  파이썬 부터",https://blog.naver.com/pwb5926/223772774488, 파이썬 이란?  파이썬 (Python)은 1991년 귀도 반 로썸(Guido van Rossum)에 의해 개발된 고급 프로그래밍 언어입니다.  파이썬 은 간결하고 가독성이 높은 문법 덕분에 많은 개발자들 사이에서 인기를 얻고 있으며... ,반짝이는 하루,blog.naver.com/pwb5926,20250225
대구 파이썬 학원 수업으로 자격증 취득 까지,https://blog.naver.com/ingangdream/223304670268, 파이썬  언어에 관심이 많아 IT 전문학원을 알아보다가 대구 파이썬 학원이 괜찮을 것 같아 다니고나서 자격증 취득했습니다. 학원이 대구 말고도 강남 부산 등 7곳에 지점이 있더라고요. 제가 이곳을 선택한 건... ,와이더에듀,blog.naver.com/ingangdream,20231227
 파이썬  PYTHON 프로그래밍 아나콘다 주피터노트북 설치 하는법,https://blog.naver.com/itexpert/223743043560, 파이썬  PYTHON 프로그래밍 아나콘다 주피터노트북 설치 하는법 안녕하세요. 아전입니다. 오늘은 아나콘다 통합 개발 환경에서 주피터 노트북을 설치해  파이썬  프로그래밍을 시작하는 방법에 대해 자세히... ,클릭하기 좋은 IT,blog.naver.com/itexpert,20250131
인공지능은 왜  파이썬 으로 해야 할까요?,https://blog.naver.com/goodee0205/223666389228,"구디아카데미 빅데이터, AI 국비지원( 파이썬 , 머신러닝, 딥러닝) ▼ 빅데이터, AI 국비지원 교육과정 자세히보기 ▼ ▼ 비전공자를 위한 빅데이터, AI 국비지원 사전학습 무료체험 신청하기 ▼ &gt; &gt; &gt;",구디아카데미 공식 블로그,blog.naver.com/goodee0205,20241119
"[1일]  파이썬  학습일지, 코딩자율학습단 9기 - 2장 자료형 변수",https://blog.naver.com/hofmaker/223522305178,매일 새벽마다 포모도로 학습법으로  파이썬  공부에 집중한다. 25분 집중 공부 5분 쉬기. 3. 1회 완독이...  파이썬 에서는 등호를 '값을 대입한다' 는 의미로 사용해서 대입연산자라고 한다. 변수명은 숫자로... ,"50대 자기계발, 잡학다식",blog.naver.com/hofmaker,20240723
[개봉기]  파이썬 과 AI인공지능 카메라를 활용한 자율주행... ,https://blog.naver.com/75rudals/223545726901,"체험단 활동으로 받은 &quot; 파이썬 과 AI인공지능 카메라를 활용한 자율주행 자동차&quot;의 도서와 키트로, 책은 앤써북에서 키트는 다두이노에서 제공받아 개봉기를 작성합니다. &quot; 파이썬 과 AI인공지능 카메라를... ",루달스 잡기장,blog.naver.com/75rudals,20240812
 파이썬  기초,https://blog.naver.com/young_gin/223812706772, 파이썬  기본적인 내용은 다른 블로그에서 작성을 했기때문에 요번  파이썬  기초 내용은 내가 모르고 있던 사실과 실습 위주로 올리겠다. anoconda를 실행하기 위해 내pc 안에 User에서 원하는... ,쥔,blog.naver.com/young_gin,20250328
 파이썬  프로그래밍 코딩 개발 환경 Visual Studio Code로... ,https://blog.naver.com/skdaksdptn/222620667531,"프로그래밍 언어 중에서  파이썬 (Python)이 대세다. 문법이 굉장히 쉽다. 다양한 인터프리터 언어... 이렇다 보니 개발자라면 &quot;Life is too short, You need python.&quot;, 인생은 짧으니  파이썬  코딩을 통해 개발... ",짜루의 이것저것 리뷰,blog.naver.com/skdaksdptn,20220113
"부천AI학원, 자바  파이썬 을 활용한 인공지능 서비스 웹앱 개발!",https://blog.naver.com/gitacademy01/223537086364,"(자바, 파이썬 ) 인데요! 랭체인이란 무엇일까요? 랭체인(LangChain)은 쉽게 말하자면 언어 모델을 이용해... [풀스택] 랭체인(LLM)을 활용한 생성형 인공지능(AI) 서비스 웹앱 개발과정(자바, 파이썬 ) 랭체인을 활용해... ",그린컴퓨터아트학원 공식블로그,blog.naver.com/gitacademy01,20240805
 파이썬  기초 완전정복: 코딩 초보자를 위한 실용 가이드,https://blog.naver.com/autocoder/223789096702,"오픈하는  파이썬  기초 강의에 대해 소개해드리려고 합니다. IT에 관심은 있지만 어디서부터 시작해야 할지 막막하셨던 분들, 특히 코딩 입문자분들께 꼭 필요한 내용으로 준비했습니다. 왜  파이썬 인가?... ",오토코더,blog.naver.com/autocoder,20250309
 파이썬 으로 하락장에도 수익나는 코인 자동매매봇 만들기... ,https://blog.naver.com/hofmaker/223557526514," 파이썬 을 공부한 이유다. 나의 개인적인 첫 프로젝트, 하락장이든 상승장이든 코인 자동매매봇을 만들어서 안전하게 수익내는 것이 목표이다. 이것을 위해 여름 내내  파이썬  학습을 하였다. 구조를... ","50대 자기계발, 잡학다식",blog.naver.com/hofmaker,20240823
 파이썬  python 환경변수 pip 오류 pip install vscode 에서... ,https://blog.naver.com/kut_da_92/222641399555," 파이썬 에는 설치하지 않아도 기본으로 제공되는 패키지들이 있지만, 설치해야만 사용이 가능한 패키지들이 있습니다. 저는 주로 C언어를 사용하기때문에,  파이썬 에 익숙하지 않은데 . 제 주변... ",개발자의 사생활,blog.naver.com/kut_da_92,20220207
[ITUP 수강후기]  파이썬  처음이어도 괜찮아! 올인원 풀패키지... ,https://blog.naver.com/kacnet/223499877593,오늘은 ITUP의 인기강의  파이썬  올패키지 강의의 수강후기를 전해드리겠습니다! ♪(^∇^*)♪  파이썬  처음이어도 괜찮아! 올인원 풀패키지 후기를 남겨주신 '미미의 일상'님 ITUP 잇업  파이썬  교육 수강생 미미의... ,고려아카데미컨설팅 기업HRD * ITUP (잇업),blog.naver.com/kacnet,20240703
 파이썬  블루투스 제어 (Gemini 검색스크랩),https://blog.naver.com/la_vida_es_bella/223816444671," 파이썬 을 사용하여 블루투스를 제어하는 방법은 다양하며, 주로 PyBluez 라이브러리를 활용합니다. 다음은  파이썬  블루투스 제어에 대한 종합적인 정보입니다. 1. PyBluez... ",La vida es bella,blog.naver.com/la_vida_es_bella,20250331
점프 투  파이썬 _2장_01,https://blog.naver.com/yukitowa/223506386469,본 블로그 내용의 출처: 점프 투  파이썬  도서에서 발췌하여 작성하였습니다. 2장 자료형 *정수형... *문자열 인덱싱과 슬라이싱 -&gt;  파이썬 은 0부터 숫자를 센다! *인덱싱 : 무엇인가를 '가리킨다... ,미래를 만드는 기술,blog.naver.com/yukitowa,20240709
[ITUP 잇업 수강후기] K디지털기초역량훈련  파이썬  입문... ,https://blog.naver.com/kacnet/223506861785,#고려아카데미컨설팅 #잇업 #ITUP #ITUP후기 #잇업후기 #국비지원 파이썬  #국비지원코딩학원 #국비지원코딩교육 # 파이썬 기초 [ITUP 잇업 수강후기] K디지털기초역량훈련  파이썬  입문 왕초보 풀패키지... ,고려아카데미컨설팅 기업HRD * ITUP (잇업),blog.naver.com/kacnet,20240709
[ITUP 잇업 수강후기] 비전공자도 마스터 가능한  파이썬 ... ,https://blog.naver.com/kacnet/223501283545,#고려아카데미컨설팅 #잇업 #ITUP #잇업수강후기 #잇업후기 #ITUP후기 #ITUP수강후기 # 파이썬  # 파이썬 무료교육 # 파이썬 기초교육 [ITUP 잇업 수강후기] 비전공자도 마스터 가능한  파이썬  올인원 풀패키지... ,고려아카데미컨설팅 기업HRD * ITUP (잇업),blog.naver.com/kacnet,20240704
 파이썬 학원 8주만에 마스터하기!,https://blog.naver.com/sow723/222867348072,이번에 빅데이터 전문가로 일을 하기 위해서 알아보다보니  파이썬 학원을 다니면서 PYTHON을 필수로 배워야한다는 것을 알게 되었죠. 그렇게 알아보다보니  파이썬 학원에서 8주 완성으로 기본기는 물론 자동화... ,Onelog,blog.naver.com/sow723,20220905
